6,4,2020,172758,1927,1993-12-13,3-MEDIUM,0,17,3112275,24363867,6,2925538,109845,5,1994-03-06,TRUCK,
6,5,2020,138036,1767,1993-12-13,3-MEDIUM,0,32,3436896,24363867,10,3093206,64441,2,1994-03-11,AIR,
6,6,2020,169137,1494,1993-12-13,3-MEDIUM,0,30,3618390,24363867,3,3509838,72367,8,1994-03-10,TRUCK,
6,7,2020,84024,978,1993-12-13,3-MEDIUM,0,14,1411228,24363867,1,1397115,60481,3,1994-01-24,MAIL,
7,1,7693,182052,1735,1995-12-25,2-HIGH,0,12,1360860,1303566,7,1265599,68043,3,1996-02-26,FOB,
32,1,5954,82704,1500,1996-04-04,3-MEDIUM,0,28,4722760,11999065,5,4486622,101202,8,1996-05-16,TRUCK,
32,2,5954,197921,566,1996-04-04,3-MEDIUM,0,32,6460544,11999065,2,6331333,121135,0,1996-06-26,AIR,
32,3,5954,44161,726,1996-04-04,3-MEDIUM,0,2,221032,11999065,9,201139,66309,2,1996-06-26,AIR,
32,4,5954,2743,1365,1996-04-04,3-MEDIUM,0,4,658296,11999065,9,599049,98744,3,1996-06-20,REG AIR,
33,1,11728,61336,1948,1995-02-14,3-MEDIUM,0,31,4021723,27220629,9,3659767,77839,4,1995-04-08,TRUCK,
33,2,11728,60519,1415,1995-02-14,3-MEDIUM,0,32,4734432,27220629,2,4639743,88770,5,1995-04-24,MAIL,
33,3,11728,137469,617,1995-02-14,3-MEDIUM,0,5,753230,27220629,5,715568,90387,3,1995-04-14,AIR,
33,4,11728,33918,187,1995-02-14,3-MEDIUM,0,41,7592831,27220629,9,6909476,111114,0,1995-05-14,MAIL,
33,5,11728,51221,1685,1995-02-14,3-MEDIUM,0,9,1054998,27220629,8,970598,70333,7,1995-04-07,AIR,
33,6,11728,64662,516,1995-02-14,3-MEDIUM,0,40,6506640,27220629,8,5986108,97599,1,1995-04-27,MAIL,
33,7,11728,158535,614,1995-02-14,3-MEDIUM,0,26,4143178,27220629,8,3811723,95611,0,1995-04-22,SHIP,
34,1,24598,88362,727,1997-06-19,1-URGENT,0,13,1755468,9345621,0,1755468,81021,7,1997-08-13,REG AIR,
34,2,24598,89414,902,1997-06-19,1-URGENT,0,22,3087502,9345621,8,2840501,84204,6,1997-09-14,FOB,
34,3,24598,169544,1342,1997-06-19,1-URGENT,0,6,968124,9345621,2,948761,96812,6,1997-08-19,FOB,
34,4,24598,110005,308,1997-06-19,1-URGENT,0,34,3451000,9345621,1,3416490,60900,1,1997-08-15,REG AIR,
35,1,17302,450,900,1993-01-11,3-MEDIUM,0,24,3241080,25372456,2,3176258,81027,0,1993-03-24,FOB,
35,2,17302,161940,724,1993-01-11,3-MEDIUM,0,34,6806596,25372456,6,6398200,120116,8,1993-03-27,RAIL,
35,3,17302,120896,1520,1993-01-11,3-MEDIUM,0,7,1341823,25372456,6,1261313,115013,4,1993-03-12,MAIL,
35,4,17302,85175,929,1993-01-11,3-MEDIUM,0,25,2900425,25372456,6,2726399,69610,5,1993-03-15,SHIP,
35,5,17302,119917,1224,1993-01-11,3-MEDIUM,0,34,6585494,25372456,8,6058654,116214,6,1993-04-05,MAIL,
35,6,17302,30762,575,1993-01-11,3-MEDIUM,0,28,4739728,25372456,3,4597536,101565,2,1993-03-14,RAIL,
36,1,14578,119767,107,1994-01-18,3-MEDIUM,0,42,7504392,36786663,9,6828996,107205,0,1994-04-07,SHIP,
36,2,14578,114680,1397,1994-01-18,3-MEDIUM,0,17,2880956,36786663,10,2592860,101680,5,1994-04-14,SHIP,
36,3,14578,18173,1370,1994-01-18,3-MEDIUM,0,20,2182340,36786663,10,1964106,65470,0,1994-04-09,MAIL,
36,4,14578,27066,39,1994-01-18,3-MEDIUM,0,48,4766688,36786663,3,4623687,59583,1,1994-03-01,REG AIR,
36,5,14578,92798,1390,1994-01-18,3-MEDIUM,0,46,8237634,36786663,5,7825752,107447,2,1994-04-18,SHIP,
36,6,14578,51105,1851,1994-01-18,3-MEDIUM,0,44,4646840,36786663,6,4368029,63366,2,1994-02-18,SHIP,
36,7,14578,119964,131,1994-01-18,3-MEDIUM,0,42,8332632,36786663,3,8082653,119037,1,1994-03-06,RAIL,
37,1,2210,22630,868,1998-04-24,1-URGENT,0,40,6210520,40478106,9,5651573,93157,3,1998-06-22,REG AIR,
37,2,2210,126782,1149,1998-04-24,1-URGENT,0,39,7054242,40478106,5,6701529,108526,2,1998-07-09,RAIL,
37,3,2210,12903,857,1998-04-24,1-URGENT,0,43,7808370,40478106,5,7417951,108954,8,1998-05-27,TRUCK,
37,4,2210,59838,1541,1998-04-24,1-URGENT,0,40,7191320,40478106,3,6975580,107869,5,1998-07-03,FOB,
37,5,2210,87594,1418,1998-04-24,1-URGENT,0,45,7117155,40478106,1,7045983,94895,1,1998-07-20,TRUCK,
37,6,2210,186163,1227,1998-04-24,1-URGENT,0,43,5371388,40478106,2,5263960,74949,2,1998-05-26,REG AIR,
38,1,27362,175839,1206,1993-12-10,1-URGENT,0,44,8425252,11276999,4,8088241,114889,2,1994-03-08,MAIL,
38,2,27362,122728,278,1993-12-10,1-URGENT,0,19,3326368,11276999,9,3026994,105043,0,1994-02-22,MAIL,
39,1,1642,2320,1618,1997-05-16,5-LOW,0,44,5378208,9338711,9,4894169,73339,6,1997-08-10,RAIL,
39,2,1642,186582,1819,1997-05-16,5-LOW,0,26,4338308,9338711,8,3991243,100114,4,1997-06-15,FOB,
64,1,29255,85951,93,1996-02-24,3-MEDIUM,0,21,4067595,21330047,5,3864215,116217,2,1996-04-28,REG AIR,
64,2,29255,176332,1885,1996-02-24,3-MEDIUM,0,31,4365823,21330047,8,4016557,84499,6,1996-05-13,MAIL,
64,3,29255,8595,1165,1996-02-24,3-MEDIUM,0,33,4961847,21330047,9,4515280,90215,7,1996-04-24,RAIL,
64,4,29255,44863,380,1996-02-24,3-MEDIUM,0,42,7593012,21330047,1,7517081,108471,4,1996-05-18,REG AIR,
64,5,29255,5390,1747,1996-02-24,3-MEDIUM,0,4,518156,21330047,7,481885,77723,0,1996-04-22,RAIL,
65,1,10745,59694,1040,1994-04-08,3-MEDIUM,0,26,4299594,13078567,3,4170606,99221,3,1994-05-16,TRUCK,
65,2,10745,73815,1024,1994-04-08,3-MEDIUM,0,22,3935382,13078567,0,3935382,107328,5,1994-06-25,FOB,
65,3,10745,1388,931,1994-04-08,3-MEDIUM,0,21,2707698,13078567,9,2464005,77362,7,1994-06-04,RAIL,
65,4,10745,116669,423,1994-04-08,3-MEDIUM,0,5,842830,13078567,6,792260,101139,8,1994-05-17,SHIP,
65,5,10745,45022,27,1994-04-08,3-MEDIUM,0,12,1160424,13078567,4,1114007,58021,4,1994-05-21,AIR,
66,1,7180,115118,844,1995-09-13,5-LOW,0,31,3512641,24797718,0,3512641,67986,8,1995-11-02,RAIL,
66,2,7180,173489,476,1995-09-13,5-LOW,0,41,6406168,24797718,4,6149921,93748,7,1995-10-23,AIR,
66,3,7180,18817,1118,1995-09-13,5-LOW,0,40,6943240,24797718,8,6387780,104148,8,1995-11-21,REG AIR,
66,4,7180,41861,350,1995-09-13,5-LOW,0,44,7932584,24797718,7,7377303,108171,2,1995-12-03,FOB,
67,1,24452,21636,1823,1996-09-22,5-LOW,0,4,623052,12809612,9,566977,93457,4,1996-11-04,SHIP,
67,2,24452,20193,1106,1996-09-22,5-LOW,0,12,1335828,12809612,9,1215603,66791,5,1996-11-25,REG AIR,
67,3,24452,173600,607,1996-09-22,5-LOW,0,5,836800,12809612,3,811696,100416,7,1996-11-16,TRUCK,
67,4,24452,87514,475,1996-09-22,5-LOW,0,44,6606644,12809612,8,6078112,90090,6,1996-11-02,RAIL,
67,5,24452,40613,1684,1996-09-22,5-LOW,0,23,3573303,12809612,5,3394637,93216,7,1996-11-18,REG AIR,
68,1,16276,7068,883,1995-11-11,3-MEDIUM,0,3,292518,33079352,5,277892,58503,2,1995-12-29,RAIL,
68,2,16276,175180,1758,1995-11-11,3-MEDIUM,0,46,5773828,33079352,2,5658351,75310,5,1995-12-31,MAIL,
68,3,16276,34980,764,1995-11-11,3-MEDIUM,0,46,8808908,33079352,4,8456551,114898,5,1996-01-31,RAIL,
68,4,16276,94728,1866,1995-11-11,3-MEDIUM,0,20,3445440,33079352,7,3204259,103363,1,1995-12-16,REG AIR,
68,5,16276,82758,767,1995-11-11,3-MEDIUM,0,27,4700025,33079352,3,4559024,104445,6,1996-01-18,SHIP,
68,6,16276,102561,701,1995-11-11,3-MEDIUM,0,30,4690680,33079352,5,4456146,93813,6,1996-02-03,RAIL,
68,7,16276,139247,799,1995-11-11,3-MEDIUM,0,41,5273584,33079352,9,4798961,77174,8,1996-01-20,SHIP,
69,1,500,115209,619,1994-07-08,5-LOW,0,48,5876160,16660787,1,5817398,73452,7,1994-09-14,TRUCK,
69,2,500,104180,1160,1994-07-08,5-LOW,0,32,3789376,16660787,8,3486225,71050,6,1994-09-20,REG AIR,
69,3,500,137267,1537,1994-07-08,5-LOW,0,17,2217242,16660787,9,2017690,78255,0,1994-08-10,AIR,
69,4,500,37502,1197,1994-07-08,5-LOW,0,3,431850,16660787,9,392983,86370,4,1994-08-30,MAIL,
69,5,500,92070,1323,1994-07-08,5-LOW,0,42,4460694,16660787,7,4148445,63724,4,1994-08-29,REG AIR,
70,1,3040,64128,1211,1993-07-22,5-LOW,0,8,873696,2729590,3,847485,65527,8,1993-10-01,FOB,
70,2,3040,196156,1262,1993-07-22,5-LOW,0,13,1627795,2729590,6,1530127,75129,6,1993-09-17,AIR,
70,3,3040,179809,1589,1993-07-22,5-LOW,0,1,188880,2729590,3,183213,113328,5,1993-10-07,RAIL,
71,1,5941,61931,297,1998-01-28,4-NOT SPECIFIED,0,25,4732325,21994011,9,4306415,113575,7,1998-04-26,FOB,
71,2,5941,65916,1714,1998-01-28,4-NOT SPECIFIED,0,3,564573,21994011,9,513761,112914,7,1998-04-07,SHIP,
71,3,5941,34432,1720,1998-01-28,4-NOT SPECIFIED,0,45,6148935,21994011,0,6148935,81985,7,1998-03-24,SHIP,
71,4,5941,96645,624,1998-01-28,4-NOT SPECIFIED,0,33,5417412,21994011,0,5417412,98498,1,1998-03-24,FOB,
71,5,5941,103255,930,1998-01-28,4-NOT SPECIFIED,0,39,4907175,21994011,8,4514601,75495,6,1998-04-11,RAIL,
96,1,8254,123076,1724,1995-04-21,2-HIGH,0,23,2527861,18271098,10,2275074,65944,6,1995-07-03,TRUCK,
96,2,8254,135390,348,1995-04-21,2-HIGH,0,30,4276170,18271098,1,4233408,85523,6,1995-06-02,TRUCK,
96,3,8254,95849,403,1995-04-21,2-HIGH,0,20,3689680,18271098,5,3505196,110690,7,1995-06-13,AIR,
96,4,8254,123665,1009,1995-04-21,2-HIGH,0,11,1857526,18271098,0,1857526,101319,3,1995-07-10,AIR,
96,5,8254,27916,61,1995-04-21,2-HIGH,0,4,737564,18271098,1,730188,110634,1,1995-07-01,FOB,
96,6,8254,181139,1674,1995-04-21,2-HIGH,0,42,5124546,18271098,3,4970809,73207,0,1995-06-12,REG AIR,
97,1,26210,119477,684,1994-11-22,5-LOW,0,13,1945411,17261897,0,1945411,89788,2,1995-01-26,TRUCK,
97,2,26210,49568,708,1994-11-22,5-LOW,0,37,5614972,17261897,2,5502672,91053,6,1995-01-21,SHIP,
97,3,26210,77699,1515,1994-11-22,5-LOW,0,19,3185711,17261897,6,2994568,100601,8,1994-12-27,RAIL,
97,4,26210,86146,11,1994-11-22,5-LOW,0,14,1584996,17261897,3,1537446,67928,3,1994-12-27,TRUCK,
97,5,26210,44371,800,1994-11-22,5-LOW,0,19,2499203,17261897,0,2499203,78922,4,1995-01-03,AIR,
97,6,26210,127099,1082,1994-11-22,5-LOW,0,17,1914353,17261897,1,1895209,67565,7,1995-01-26,REG AIR,
98,1,20524,40216,195,1994-02-06,5-LOW,0,28,3237388,11390554,6,3043144,69372,7,1994-03-08,REG AIR,
98,2,20524,109743,1675,1994-02-06,5-LOW,0,1,175274,11390554,0,175274,105164,0,1994-04-25,TRUCK,
98,3,20524,44706,258,1994-02-06,5-LOW,0,14,2310980,11390554,5,2195431,99042,2,1994-04-05,AIR,
98,4,20524,167180,226,1994-02-06,5-LOW,0,10,1247180,11390554,3,1209764,74830,3,1994-03-22,RAIL,
98,5,20524,184362,1371,1994-02-06,5-LOW,0,33,4772988,11390554,9,4343419,86781,3,1994-03-15,MAIL,
99,1,1021,87114,1581,1992-08-18,2-HIGH,0,10,1101110,1089877,2,1079087,66066,1,1992-11-08,RAIL,
100,1,27145,62029,314,1997-06-15,4-NOT SPECIFIED,0,28,2774856,7493213,4,2663861,59461,5,1997-08-28,TRUCK,
100,2,27145,115979,842,1997-06-15,4-NOT SPECIFIED,0,22,4388934,7493213,0,4388934,119698,7,1997-07-28,SHIP,
101,1,27184,118282,1855,1996-03-19,3-MEDIUM,0,49,6371372,19149871,10,5734234,78016,0,1996-05-29,REG AIR,
101,2,27184,163334,1884,1996-03-19,3-MEDIUM,0,36,5030388,19149871,0,5030388,83839,1,1996-05-03,AIR,
101,3,27184,138418,1741,1996-03-19,3-MEDIUM,0,12,1747692,19149871,6,1642830,87384,2,1996-04-22,MAIL,
101,4,27184,178749,1333,1996-03-19,3-MEDIUM,0,38,6945412,19149871,6,6528687,109664,2,1996-06-12,AIR,
102,1,24221,88914,1456,1995-07-15,4-NOT SPECIFIED,0,37,7040767,22314826,6,6618320,114174,0,1995-10-08,SHIP,
102,2,24221,169238,1520,1995-07-15,4-NOT SPECIFIED,0,34,4444582,22314826,3,4311244,78433,8,1995-10-03,SHIP,
102,3,24221,182321,996,1995-07-15,4-NOT SPECIFIED,0,25,3508300,22314826,1,3473217,84199,1,1995-09-29,RAIL,
102,4,24221,61158,1504,1995-07-15,4-NOT SPECIFIED,0,15,1678725,22314826,7,1561214,67149,7,1995-09-18,SHIP,
102,5,24221,82223,1399,1995-07-15,4-NOT SPECIFIED,0,40,4820880,22314826,1,4772671,72313,3,1995-09-15,FOB,
102,6,24221,105727,1085,1995-07-15,4-NOT SPECIFIED,0,6,1039632,22314826,9,946065,103963,0,1995-08-22,FOB,
103,1,3043,194658,1557,1995-10-12,5-LOW,0,6,1051590,9475350,3,1020042,105159,5,1995-11-16,FOB,
103,2,3043,10426,754,1995-10-12,5-LOW,0,37,4944754,9475350,2,4845858,80185,7,1995-11-18,MAIL,
103,3,3043,28431,113,1995-10-12,5-LOW,0,23,3126689,9475350,1,3095422,81565,4,1996-01-10,FOB,
128,1,29707,106828,945,1995-06-23,2-HIGH,0,38,6972316,34197523,6,6553977,110089,1,1995-09-04,FOB,
128,2,29707,48969,1826,1995-06-23,2-HIGH,0,42,8055432,34197523,9,7330443,115077,6,1995-08-21,FOB,
128,3,29707,11633,1676,1995-06-23,2-HIGH,0,41,6332983,34197523,4,6079663,92677,5,1995-08-24,RAIL,
128,4,29707,108249,820,1995-06-23,2-HIGH,0,44,5531856,34197523,5,5255263,75434,2,1995-08-23,MAIL,
128,5,29707,129186,1473,1995-06-23,2-HIGH,0,25,3037950,34197523,9,2764534,72910,7,1995-08-13,AIR,
128,6,29707,19243,1568,1995-06-23,2-HIGH,0,44,5113856,34197523,4,4909301,69734,4,1995-08-31,AIR,
129,1,25505,2867,576,1992-12-22,2-HIGH,0,46,8141356,25939524,8,7490047,106191,2,1993-02-26,TRUCK,
129,2,25505,185164,181,1992-12-22,2-HIGH,0,36,4496976,25939524,1,4452006,74949,2,1993-01-27,REG AIR,
129,3,25505,39444,590,1992-12-22,2-HIGH,0,33,4565352,25939524,4,4382737,83006,6,1993-03-19,SHIP,
129,4,25505,135137,1293,1992-12-22,2-HIGH,0,34,3985242,25939524,0,3985242,70327,1,1993-03-19,MAIL,
129,5,25505,31373,1648,1992-12-22,2-HIGH,0,24,3130488,25939524,6,2942658,78262,0,1993-02-04,FOB,
129,6,25505,77050,1804,1992-12-22,2-HIGH,0,22,2259510,25939524,6,2123939,61623,1,1993-03-05,SHIP,
130,1,12757,128816,463,1995-11-23,3-MEDIUM,0,14,2582734,23889541,8,2376115,110688,5,1996-02-09,RAIL,
130,2,12757,1739,873,1995-11-23,3-MEDIUM,0,48,7875504,23889541,3,7639238,98443,2,1996-01-27,AIR,
130,3,12757,11860,201,1995-11-23,3-MEDIUM,0,18,3189348,23889541,4,3061774,106311,8,1995-12-30,MAIL,
130,4,12757,115635,1646,1995-11-23,3-MEDIUM,0,13,2145819,23889541,9,1952695,99037,2,1996-02-13,FOB,
130,5,12757,69130,1383,1995-11-23,3-MEDIUM,0,31,3407303,23889541,6,3202864,65947,5,1996-02-02,RAIL,
130,6,12757,56474,794,1995-11-23,3-MEDIUM,0,36,5149692,23889541,5,4892207,85828,1,1996-02-19,REG AIR,
131,1,1816,167505,852,1992-03-27,4-NOT SPECIFIED,0,45,7076250,6495997,10,6368625,94350,2,1992-06-21,FOB,
132,1,10147,140449,760,1996-06-25,3-MEDIUM,0,18,2680992,2895471,0,2680992,89366,8,1996-08-19,TRUCK,
133,1,27929,103432,797,1995-11-10,5-LOW,0,27,3875661,5642598,0,3875661,86125,2,1996-02-04,MAIL,
133,2,27929,176279,1879,1995-11-10,5-LOW,0,12,1626324,5642598,2,1593797,81316,6,1995-12-27,REG AIR,
134,1,16762,641,354,1994-04-28,4-NOT SPECIFIED,0,21,3237444,9353012,0,3237444,92498,3,1994-07-05,SHIP,
134,2,16762,164645,1246,1994-04-28,4-NOT SPECIFIED,0,35,5983740,9353012,6,5624715,102578,7,1994-05-29,MAIL,
135,1,20435,108205,348,1994-09-17,2-HIGH,0,47,5702040,17434839,6,5359917,72792,8,1994-11-28,RAIL,
135,2,20435,198344,1767,1994-09-17,2-HIGH,0,21,3028914,17434839,0,3028914,86540,7,1994-12-09,SHIP,
135,3,20435,157510,1855,1994-09-17,2-HIGH,0,33,5172783,17434839,2,5069327,94050,0,1994-10-18,MAIL,
135,4,20435,67005,797,1994-09-17,2-HIGH,0,34,3304800,17434839,2,3238704,58320,3,1994-12-16,TRUCK,
160,1,24803,14785,1484,1995-06-28,4-NOT SPECIFIED,0,36,6119208,8878624,7,5690863,101986,1,1995-09-18,MAIL,
160,2,24803,86382,764,1995-06-28,4-NOT SPECIFIED,0,22,3010436,8878624,0,3010436,82102,4,1995-09-12,RAIL,
161,1,13411,102810,1914,1993-06-26,1-URGENT,0,19,3444339,30062362,1,3409895,108768,1,1993-09-14,TRUCK,
161,2,13411,114726,30,1993-06-26,1-URGENT,0,24,4177728,30062362,3,4052396,104443,6,1993-09-02,MAIL,
161,3,13411,193020,373,1993-06-26,1-URGENT,0,23,2559946,30062362,3,2483147,66781,3,1993-08-22,MAIL,
161,4,13411,73166,466,1993-06-26,1-URGENT,0,44,5012304,30062362,0,5012304,68349,2,1993-08-24,FOB,
161,5,13411,95480,1257,1993-06-26,1-URGENT,0,47,6934756,30062362,4,6657365,88528,5,1993-08-29,AIR,
161,6,13411,123956,513,1993-06-26,1-URGENT,0,43,8513785,30062362,10,7662406,118797,0,1993-08-23,RAIL,
162,1,6718,189288,1097,1993-07-23,5-LOW,0,2,275456,272645,2,269946,82636,1,1993-09-01,FOB,
163,1,16243,167545,1646,1997-01-08,2-HIGH,0,43,6933922,14082724,1,6864582,96752,0,1997-03-24,REG AIR,
163,2,16243,120702,22,1997-01-08,2-HIGH,0,13,2239510,14082724,1,2217114,103362,4,1997-02-20,TRUCK,
163,3,16243,36818,547,1997-01-08,2-HIGH,0,27,4737987,14082724,4,4548467,105288,8,1997-04-02,REG AIR,
164,1,4597,91309,581,1996-10-24,2-HIGH,0,26,3380780,28146395,9,3076509,78018,4,1996-11-24,RAIL,
164,2,4597,18488,1284,1996-10-24,2-HIGH,0,24,3375552,28146395,5,3206774,84388,5,1996-11-30,AIR,
164,3,4597,125509,1826,1996-10-24,2-HIGH,0,38,5831100,28146395,3,5656167,92070,6,1996-11-26,AIR,
164,4,4597,17526,946,1996-10-24,2-HIGH,0,32,4619264,28146395,5,4388300,86611,1,1996-12-26,RAIL,
164,5,4597,147505,1359,1996-10-24,2-HIGH,0,43,6675750,28146395,6,6275205,93150,1,1997-01-06,RAIL,
164,6,4597,108896,135,1996-10-24,2-HIGH,0,27,5143203,28146395,10,4628882,114293,4,1997-01-19,AIR,
165,1,28100,33175,1167,1998-07-20,4-NOT SPECIFIED,0,3,332451,7369645,1,329126,66490,8,1998-08-24,REG AIR,
165,2,28100,161627,1796,1998-07-20,4-NOT SPECIFIED,0,43,7261066,7369645,8,6680180,101317,5,1998-10-07,TRUCK,
166,1,116,64888,1428,1997-12-20,1-URGENT,0,37,6855656,8205010,9,6238646,111172,3,1998-01-24,MAIL,
166,2,116,166366,9,1997-12-20,1-URGENT,0,13,1862068,8205010,9,1694481,85941,5,1998-02-25,SHIP,
167,1,16397,101171,38,1996-05-21,5-LOW,0,28,3282076,36342760,6,3085151,70330,1,1996-07-03,TRUCK,
167,2,16397,171555,614,1996-05-21,5-LOW,0,27,4391685,36342760,9,3996433,97593,0,1996-08-15,FOB,
167,3,16397,122731,260,1996-05-21,5-LOW,0,37,6488801,36342760,4,6229248,105223,7,1996-07-03,REG AIR,
167,4,16397,134961,105,1996-05-21,5-LOW,0,41,8183436,36342760,6,7692429,119757,6,1996-08-08,RAIL,
167,5,16397,84775,953,1996-05-21,5-LOW,0,20,3519540,36342760,8,3237976,105586,8,1996-08-18,TRUCK,
167,6,16397,199658,1342,1996-05-21,5-LOW,0,46,8085190,36342760,10,7276671,105459,1,1996-07-16,REG AIR,
167,7,16397,36063,605,1996-05-21,5-LOW,0,34,3396804,36342760,1,3362835,59943,6,1996-07-08,TRUCK,
192,1,25090,97017,1192,1998-03-29,1-URGENT,0,23,2332223,7044567,0,2332223,60840,0,1998-06-10,AIR,
192,2,25090,161368,1921,1998-03-29,1-URGENT,0,20,2858720,7044567,7,2658609,85761,1,1998-06-06,REG AIR,
192,3,25090,110252,1473,1998-03-29,1-URGENT,0,15,1893375,7044567,9,1722971,75735,1,1998-06-14,TRUCK,
192,4,25090,196400,1829,1998-03-29,1-URGENT,0,2,299280,7044567,6,281323,89784,2,1998-06-07,SHIP,
193,1,18571,92638,885,1998-01-04,4-NOT SPECIFIED,0,9,1467567,15129429,6,1379512,97837,6,1998-03-06,TRUCK,
193,2,18571,153954,1654,1998-01-04,4-NOT SPECIFIED,0,15,3011925,15129429,2,2951686,120477,7,1998-03-07,SHIP,
193,3,18571,93878,750,1998-01-04,4-NOT SPECIFIED,0,23,4305301,15129429,6,4046982,112312,5,1998-03-09,TRUCK,
193,4,18571,196316,1170,1998-01-04,4-NOT SPECIFIED,0,43,6072933,15129429,9,5526369,84738,7,1998-02-25,TRUCK,
193,5,18571,67178,1157,1998-01-04,4-NOT SPECIFIED,0,3,343551,15129429,4,329808,68710,5,1998-02-28,REG AIR,
194,1,902,2594,631,1996-02-29,4-NOT SPECIFIED,0,17,2544203,9711337,5,2416992,89795,4,1996-04-16,AIR,
194,2,902,183523,565,1996-02-29,4-NOT SPECIFIED,0,1,160652,9711337,4,154225,96391,6,1996-04-12,REG AIR,
194,3,902,65994,1953,1996-02-29,4-NOT SPECIFIED,0,13,2547987,9711337,8,2344148,117599,8,1996-05-13,AIR,
194,4,902,145146,199,1996-02-29,4-NOT SPECIFIED,0,36,4288104,9711337,0,4288104,71468,5,1996-04-12,RAIL,
195,1,8825,84590,1424,1996-03-26,4-NOT SPECIFIED,0,6,944754,22755180,4,906963,94475,2,1996-06-23,REG AIR,
195,2,8825,93847,1682,1996-03-26,4-NOT SPECIFIED,0,41,7547444,22755180,5,7170071,110450,7,1996-05-10,TRUCK,
195,3,8825,85446,536,1996-03-26,4-NOT SPECIFIED,0,34,4866896,22755180,8,4477544,85886,8,1996-05-10,TRUCK,
195,4,8825,85442,616,1996-03-26,4-NOT SPECIFIED,0,41,5852504,22755180,6,5501353,85646,4,1996-06-09,RAIL,
195,5,8825,9936,1574,1996-03-26,4-NOT SPECIFIED,0,14,2584302,22755180,3,2506772,110755,1,1996-06-19,REG AIR,
195,6,8825,185971,1617,1996-03-26,4-NOT SPECIFIED,0,5,1028485,22755180,1,1018200,123418,5,1996-05-17,TRUCK,
196,1,24592,135052,1475,1992-01-06,5-LOW,0,19,2065395,12989182,3,2003433,65223,2,1992-03-17,SHIP,
196,2,24592,9852,919,1992-01-06,5-LOW,0,15,2642775,12989182,3,2563491,105711,4,1992-02-27,SHIP,
196,3,24592,179206,1131,1992-01-06,5-LOW,0,12,1542240,12989182,4,1480550,77112,6,1992-03-26,RAIL,
196,4,24592,111567,573,1992-01-06,5-LOW,0,41,6472096,12989182,4,6213212,94713,8,1992-03-14,MAIL,
197,1,25892,98494,692,1993-02-20,2-HIGH,0,39,5820711,5932467,2,5704296,89549,4,1993-05-16,AIR,
198,1,15604,56061,291,1994-12-24,2-HIGH,0,33,3356298,5403570,7,3121357,61023,2,1995-03-11,TRUCK,
198,2,15604,15229,598,1994-12-24,2-HIGH,0,20,2288440,5403570,3,2219786,68653,0,1995-03-22,FOB,
199,1,23878,132072,1929,1993-08-11,3-MEDIUM,0,50,5520350,25050493,2,5409943,66244,0,1993-11-07,MAIL,
199,2,23878,133998,476,1993-08-11,3-MEDIUM,0,30,6095970,25050493,8,5608292,121919,5,1993-11-02,TRUCK,
199,3,23878,93518,732,1993-08-11,3-MEDIUM,0,36,5441436,25050493,5,5169364,90690,1,1993-09-10,TRUCK,
199,4,23878,144937,1939,1993-08-11,3-MEDIUM,0,5,990965,25050493,10,891868,118915,5,1993-10-11,TRUCK,
